,Name,NCode,Series,SCode,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,id_Name,id_Rating
41,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD," 34,733,000,536.29 "," 52,544,000,116.90 "," 72,436,777,342.46 "," 52,438,647,921.92 "," 51,169,499,892.17 "," 56,781,000,101.08 "," 58,082,870,156.33 "," 69,252,328,951.64 "," 76,961,923,741.07 "," 78,676,842,366.55 "," 84,307,486,836.72 "," 103,979,106,777.91 "," 79,092,001,998.03 "," 88,416,668,900.26 "," 110,934,442,762.69 "," 111,106,191,358.20 "," 126,206,817,196.09 "," 76,636,898,036.47 "," 141,352,368,714.69 "," 189,719,984,268.49 "," 228,788,617,201.70 "," 236,741,715,015.02 "," 257,440,000,000.00 "," 258,031,750,000.00 "," 272,149,750,000.00 "," 292,859,000,000.00 "," 298,948,250,000.00 "," 283,523,000,000.00 "," 284,203,750,000.00 "," 268,696,750,000.00 "," 97,724,004,251.86 "," 127,586,973,492.18 "," 164,657,930,452.79 "," 198,737,095,012.28 "," 232,557,260,817.31 "," 287,530,508,430.57 "," 361,558,037,110.42 "," 332,976,484,577.62 "," 423,627,422,092.49 "," 530,163,281,574.66 "," 545,982,375,701.13 "," 552,025,140,252.25 "," 526,319,673,731.64 "," 594,749,285,413.21 "," 557,531,376,217.97 "," 643,628,665,302.16 "," 524,819,742,918.67 "," 447,754,609,218.68 "," 385,540,224,628.29 "," 487,227,339,102.67 ",28.0,3
42,Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG, 1.63 , 2.81 , 5.53 ,-0.03 ,-2.02 , 6.93 ,-4.51 , 10.22 , 1.52 ,-5.19 ,-0.74 , 4.35 , 1.57 ,-5.19 , 6.15 , 2.70 ,-1.09 ,-7.16 ,-2.47 , 9.13 , 7.94 , 8.21 , 5.84 ,-2.85 , 5.53 , 8.11 , 3.85 ,-3.39 ,-0.79 ,-4.41 ,-10.89 , 8.84 , 9.03 , 8.85 , 8.05 , 9.01 , 4.06 ,-5.92 , 10.13 , 6.00 ,-1.03 , 2.41 ,-2.51 , 2.73 ,-2.08 , 2.82 ,-2.62 ,-2.00 ,-9.94 , 10.40 ,28.0,3
43,Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20, .. , .. , .. , .. , .. , .. , .. , .. , 5.30 , .. , .. , .. , .. , .. , 5.10 , 4.60 , .. , .. , .. , 4.80 , 4.60 , 4.50 , 4.40 , 3.80 , 3.50 , 3.50 , 3.40 , 3.50 , 3.20 , 2.60 , 2.80 , 3.30 , 3.60 , 3.80 , 3.90 , 4.10 , 4.20 , 4.30 , 4.60 , 4.80 , 5.00 , 5.00 , 5.10 , .. , 4.90 , 5.10 , 5.00 , 4.70 , 4.80 , .. ,28.0,3
44,Argentina,ARG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG, 64.24 , 65.54 , 30.63 , 197.70 , 438.32 , 159.43 , 161.37 , 147.38 , 95.79 , 105.28 , 194.54 , 380.16 , 611.20 , 607.45 , 77.29 , 127.54 , 381.25 ," 3,046.09 "," 2,078.32 ", 140.50 , 16.07 ,-3.56 , 2.85 , 3.17 ,-0.05 ,-0.46 ,-1.71 ,-1.84 , 1.04 ,-1.10 , 30.56 , 10.50 , 18.36 , 10.32 , 13.74 , 14.94 , 23.17 , 15.38 , 20.92 , 23.70 , 22.31 , 23.95 , 40.28 , 26.58 , 41.12 , 26.01 , 42.03 , 49.20 , 40.08 , 54.15 ,28.0,3
45,Argentina,ARG,Net migration,SM.POP.NETM," 36,601.00 "," 39,199.00 "," 43,652.00 ","-5,357.00 ","-10,308.00 ","-14,695.00 ","-14,673.00 ","-10,236.00 ","-3,466.00 "," 10,366.00 "," 19,326.00 "," 29,062.00 "," 30,810.00 "," 31,967.00 "," 32,496.00 "," 32,345.00 "," 30,243.00 "," 20,445.00 "," 6,021.00 ","-8,569.00 ","-13,201.00 ","-16,383.00 ","-18,725.00 ","-19,736.00 ","-20,396.00 ","-20,588.00 ","-20,331.00 ","-20,220.00 ","-22,770.00 ","-22,787.00 ","-22,668.00 ","-22,353.00 ","-22,336.00 ","-21,961.00 ","-19,958.00 ","-18,051.00 ","-12,450.00 ","-7,869.00 ","-4,970.00 ","-1,011.00 "," 3,127.00 "," 5,369.00 "," 5,801.00 "," 5,522.00 "," 5,215.00 "," 4,926.00 "," 4,690.00 "," 4,478.00 "," 2,344.00 "," 2,344.00 ",28.0,3
46,Argentina,ARG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY, .. , .. , .. , .. , .. , .. , .. , .. , 0.30 , .. , .. , .. , .. , .. , 1.10 , 1.20 , .. , .. , .. , 1.00 , 1.70 , 2.00 , 1.90 , 3.90 , 4.20 , 3.80 , 4.00 , 4.20 , 5.00 , 8.20 , 12.40 , 5.30 , 3.80 , 2.60 , 2.10 , 1.70 , 1.60 , 1.50 , 0.70 , 0.70 , 0.60 , 0.60 , 0.60 , .. , 0.70 , 0.40 , 0.80 , 0.80 , 1.10 , .. ,28.0,3
47,Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 30.30 , 25.70 , 32.00 , 35.50 , 42.00 , .. ,28.0,3
48,Argentina,ARG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.10 , 0.10 , 0.10 , 0.20 , 0.20 , 0.20 , 0.20 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.30 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 ,28.0,3
49,Argentina,ARG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 1.70 , .. , 4.70 , .. , .. , .. , .. , .. , .. , .. , .. , 2.30 , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 2.00 , .. , .. , .. ,28.0,3
50,Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR, 47.55 , 49.91 , 52.63 , 54.19 , 55.64 , 55.55 , 55.45 , 55.27 , 56.17 , 57.43 , 59.17 , 59.78 , 65.28 , 70.21 , 70.09 , 69.82 , 70.32 , .. , 71.49 , 72.31 , .. , .. , 69.65 , .. , 78.87 , 75.34 , 81.26 , 92.61 , 95.94 , 96.85 , 95.90 , 94.96 , 94.51 , 92.76 , 91.81 , 91.92 , 93.24 , 96.62 , 99.50 , 101.54 , 103.48 , 105.04 , 106.04 , 106.95 , 108.46 , 108.73 , 107.65 , 108.23 , 110.13 , .. ,28.0,3
51,Argentina,ARG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS, .. , .. , .. , .. , 34.90 , 27.78 , 42.54 , 23.01 , 38.04 , 45.84 , 50.17 , 69.90 , 63.61 , 60.33 , 83.13 , 74.53 , 44.50 , 36.43 , 37.14 , 33.78 , 27.67 , 31.11 , 25.29 , 30.31 , 39.44 , 44.17 , 51.80 , 74.28 , 64.28 , 49.58 , 16.60 , 38.29 , 29.68 , 19.72 , 31.51 , 12.11 , 11.00 , 21.17 , 18.64 , 15.66 , 14.07 , 17.14 , 20.17 , 24.73 , 34.93 , 51.73 , 51.55 , 50.83 , 42.95 , 28.83 ,28.0,3
52,Argentina,ARG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.80 , 5.89 , 3.32 , 0.01 ,-2.17 , 5.58 ,-5.33 , 6.81 , 3.87 ,-6.50 ,-7.18 , 4.99 , 2.12 ,-6.80 , 9.05 , 1.25 ,-0.44 ,-13.35 , 0.42 , 15.51 , 14.26 , 5.14 , 4.91 ,-4.96 , 7.08 , 7.40 , 3.14 ,-5.91 ,-0.78 ,-5.02 ,-11.36 , 10.77 ,-0.80 , 7.83 , 21.08 , 12.38 , 5.97 ,-7.45 , 11.25 , 9.16 ,-1.56 , 2.10 ,-3.40 , 5.13 ,-2.09 , 5.70 ,-5.60 ,-4.24 ,-7.21 , .. ,28.0,3
53,Argentina,ARG,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS, .. , .. , .. , .. , 1.27 , 1.98 , 3.20 ,-0.74 ,-6.20 ,-5.99 ,-2.79 ,-2.34 ,-3.15 ,-1.08 ,-2.58 ,-3.81 ,-1.25 ,-1.70 , 3.22 ,-0.34 ,-2.42 ,-3.47 ,-4.26 ,-1.98 ,-2.49 ,-4.14 ,-4.84 ,-4.21 ,-3.16 ,-1.41 , 8.97 , 6.38 , 1.95 , 2.65 , 2.79 , 2.10 , 1.50 , 2.18 ,-0.38 ,-1.01 ,-0.39 ,-2.38 ,-1.74 ,-2.96 ,-2.71 ,-4.84 ,-5.16 ,-0.78 , 0.81 , 1.38 ,28.0,3
54,Argentina,ARG,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS, .. , .. , .. , .. , 20.93 , 17.96 , 33.91 , 15.02 , 18.44 , 18.41 , 24.00 , 25.77 , 38.04 , 43.84 , 66.63 , 65.30 , 39.96 , 31.43 , 34.89 , 31.02 , 24.25 , 26.69 , 18.50 , 20.50 , 23.41 , 27.65 , 28.16 , 37.50 , 40.29 , 31.81 , 15.60 , 34.96 , 19.90 , 14.21 , 23.08 , 6.91 , 6.74 , 10.92 , 10.42 , 7.76 , 6.32 , 8.06 , 11.98 , 15.91 , 23.81 , 38.70 , 32.30 , 34.11 , 17.52 , 12.12 ,28.0,3
55,Argentina,ARG,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD," 487,413,787.20 "," 678,452,864.90 "," 810,832,252.60 "," 806,543,586.50 "," 889,630,565.40 "," 1,062,465,123.00 "," 2,138,295,836.90 "," 1,489,840,750.20 "," 2,065,779,181.20 "," 2,173,698,889.50 "," 2,341,053,608.30 "," 2,466,844,770.90 "," 2,601,223,907.00 "," 4,287,866,477.80 "," 4,726,480,553.40 "," 4,645,376,194.00 "," 3,778,673,673.50 "," 2,792,957,639.10 "," 4,835,574,393.20 "," 3,776,348,514.60 "," 3,230,342,128.00 "," 4,447,111,158.50 "," 3,613,640,783.90 "," 5,253,002,651.80 "," 6,995,043,002.20 "," 9,335,375,521.90 "," 9,608,478,923.60 "," 11,740,160,459.70 "," 14,081,205,317.30 "," 9,994,574,595.30 "," 3,577,304,413.70 "," 6,833,401,361.20 "," 2,583,475,133.60 "," 3,178,284,455.90 "," 4,004,566,750.80 "," 5,011,131,954.00 "," 5,873,587,091.30 "," 7,623,385,200.50 "," 8,734,949,204.20 "," 7,820,481,977.80 "," 6,104,249,742.20 "," 7,417,613,253.70 "," 10,108,412,452.80 "," 11,510,933,755.50 "," 17,667,247,820.30 "," 30,254,108,650.60 "," 26,782,796,259.90 "," 28,179,537,886.10 "," 10,684,151,070.10 "," 5,762,350,016.70 ",28.0,3
56,Argentina,ARG,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD," 1,140,313,787.20 "," 1,389,252,864.90 "," 1,663,056,502.60 "," 1,620,914,086.50 "," 1,637,161,445.40 "," 1,871,720,429.80 "," 3,333,144,093.80 "," 2,281,740,750.20 "," 4,260,979,181.20 "," 5,411,998,889.50 "," 4,894,453,608.30 "," 6,824,734,770.90 "," 6,303,568,135.60 "," 6,231,161,855.80 "," 7,349,851,839.40 "," 6,265,276,902.60 "," 5,055,488,201.30 "," 4,386,859,950.10 "," 6,184,791,273.60 "," 5,449,279,126.80 "," 4,914,055,247.00 "," 5,872,301,888.90 "," 5,783,538,649.10 "," 8,889,250,255.50 "," 12,963,794,087.00 "," 16,119,704,830.60 "," 19,369,186,342.60 "," 25,310,657,084.80 "," 24,849,687,713.50 "," 18,084,634,014.40 "," 5,326,706,918.30 "," 14,336,213,571.30 "," 12,902,482,290.00 "," 10,099,804,137.20 "," 18,973,957,937.00 "," 8,810,729,117.30 "," 9,593,489,172.50 "," 14,792,600,832.40 "," 15,638,962,665.10 "," 15,788,530,471.20 "," 13,586,606,977.80 "," 15,772,427,855.20 "," 17,022,961,280.90 "," 17,902,687,669.60 "," 25,920,010,650.20 "," 40,445,152,523.00 "," 43,001,851,186.30 "," 43,865,206,118.00 "," 29,410,909,701.90 "," 25,916,580,578.30 ",28.0,3
57,Argentina,ARG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG, 2.03 , 13.98 , 0.24 ,-9.29 , 31.52 , 27.32 , 8.91 ,-3.20 ,-5.14 , 5.20 , 3.95 , 2.58 ,-2.59 , 15.55 ,-10.27 ,-3.48 , 18.72 , 7.43 , 18.01 ,-3.62 ,-1.03 , 3.98 , 15.30 , 22.53 , 7.65 , 12.18 , 10.62 ,-1.26 , 2.70 , 2.74 , 3.09 , 6.00 , 8.11 , 12.89 , 5.56 , 8.16 , 0.74 ,-9.35 , 13.90 , 4.15 ,-4.11 ,-3.52 ,-6.98 ,-2.78 , 5.32 , 2.62 , 0.65 , 9.75 ,-17.71 , 9.22 ,28.0,3
58,Argentina,ARG,Exports of goods and services (current US$),NE.EXP.GNFS.CD," 2,500,000,047.49 "," 4,000,000,136.32 "," 4,999,999,839.57 "," 3,054,054,017.49 "," 4,695,000,304.43 "," 5,459,999,880.58 "," 4,999,999,950.31 "," 4,508,960,596.80 "," 3,895,791,554.63 "," 5,445,263,189.73 "," 7,663,966,255.63 "," 9,515,669,466.75 "," 6,003,000,151.65 "," 10,376,666,928.80 "," 9,054,444,307.18 "," 8,747,619,117.06 "," 12,029,545,360.59 "," 10,007,559,520.44 "," 14,643,450,361.40 "," 14,561,091,033.04 "," 15,095,901,877.65 "," 16,357,317,317.32 "," 19,385,100,000.00 "," 24,978,532,000.00 "," 28,381,400,000.00 "," 30,928,400,000.00 "," 31,137,200,000.00 "," 27,862,300,000.00 "," 31,223,690,400.00 "," 31,112,418,400.00 "," 27,736,610,298.26 "," 33,084,505,277.81 "," 39,266,996,605.80 "," 46,198,180,131.00 "," 53,550,250,227.39 "," 65,162,321,195.03 "," 79,762,958,392.30 "," 65,133,480,388.49 "," 80,208,867,995.72 "," 97,810,932,629.38 "," 88,655,850,853.77 "," 80,690,471,898.44 "," 75,818,867,911.08 "," 63,671,789,068.90 "," 69,842,486,095.87 "," 72,860,588,696.29 "," 75,766,577,038.62 "," 80,259,469,133.65 "," 64,041,594,762.91 "," 87,867,694,033.21 ",28.0,3
59,Argentina,ARG,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS, 0.36 , 1.90 , 0.61 ,-0.15 , 3.25 , 2.29 , 2.89 , 0.18 ,-1.42 ,-0.45 , 2.57 , 3.32 , 2.83 , 5.46 , 1.84 , 0.30 , 3.32 , 6.48 , 5.73 , 1.60 ,-1.53 ,-2.40 ,-3.07 ,-0.41 ,-0.65 ,-2.21 ,-2.52 ,-1.73 ,-0.65 , 1.31 , 15.01 , 11.22 , 7.00 , 5.94 , 5.62 , 4.38 , 3.72 , 5.06 , 2.90 , 1.69 , 1.95 ,-0.10 , 0.40 ,-1.07 ,-1.04 ,-2.65 ,-1.89 , 3.22 , 3.00 , 3.09 ,28.0,3
60,Argentina,ARG,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS, 20.16 , 13.99 , 10.73 , 14.87 , 18.56 , 20.72 , 23.40 , 30.86 , 35.82 , 46.60 , 55.26 , 47.01 , 65.42 , 61.14 , 49.74 , 55.43 , 48.89 , 93.33 , 46.23 , 35.72 , 30.56 , 27.67 , 29.59 , 38.98 , 41.68 , 44.74 , 48.54 , 55.03 , 54.24 , 58.49 , 159.89 , 133.47 , 114.78 , 74.25 , 52.88 , 43.15 , 36.80 , 41.42 , 30.95 , 27.74 , 26.24 , 27.81 , 29.83 , 30.36 , 33.31 , 36.02 , 54.90 , 64.52 , 67.36 , 51.15 ,28.0,3
61,Argentina,ARG,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD," 5,959,891,468.30 "," 6,370,707,750.50 "," 6,881,164,058.10 "," 6,759,795,689.90 "," 7,952,292,884.80 "," 8,533,271,831.30 "," 10,079,657,037.80 "," 14,265,835,027.40 "," 16,939,063,712.90 "," 22,888,128,187.80 "," 27,266,004,262.20 "," 36,021,655,633.20 "," 37,244,139,600.90 "," 42,113,037,698.10 "," 45,537,296,224.10 "," 51,336,262,859.30 "," 49,619,537,776.80 "," 53,913,884,850.70 "," 48,954,009,319.60 "," 49,643,448,833.10 "," 50,115,495,736.20 "," 52,508,998,174.20 "," 63,711,932,023.70 "," 71,287,436,682.00 "," 81,355,478,338.50 "," 90,395,172,332.50 "," 105,106,294,072.90 "," 117,583,670,975.50 "," 116,267,170,540.80 "," 118,269,676,230.80 "," 118,713,099,462.90 "," 125,060,641,035.50 "," 126,865,943,075.40 "," 85,780,082,383.00 "," 90,191,801,800.30 "," 101,114,162,933.00 "," 109,822,308,108.40 "," 111,242,501,671.20 "," 107,118,503,135.50 "," 114,037,744,666.70 "," 111,521,107,118.30 "," 110,422,564,560.70 "," 116,975,977,930.00 "," 114,951,126,758.10 "," 137,906,218,146.70 "," 167,541,812,700.90 "," 179,134,333,668.40 "," 166,744,299,011.10 "," 164,077,576,208.70 "," 154,277,613,797.30 ",28.0,3
62,Argentina,ARG,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD," 3,461,000,000.00 "," 3,432,000,000.00 "," 3,460,000,000.00 "," 3,457,000,000.00 "," 3,298,000,000.00 "," 3,267,000,000.00 "," 3,102,000,000.00 "," 5,438,800,000.00 "," 6,593,000,000.00 "," 12,166,000,000.00 "," 11,227,000,000.00 "," 10,393,000,000.00 "," 10,340,000,000.00 "," 4,575,000,000.00 "," 4,341,000,000.00 "," 1,853,000,000.00 "," 1,800,000,000.00 "," 1,800,000,000.00 "," 1,800,000,000.00 "," 1,800,000,000.00 "," 2,244,000,000.00 "," 6,369,425,000.00 "," 13,123,172,000.00 "," 16,066,427,000.00 "," 19,068,321,000.00 "," 23,410,631,000.00 "," 27,865,489,000.00 "," 27,319,463,000.00 "," 25,909,346,000.00 "," 31,628,070,000.00 "," 28,479,000,000.00 "," 28,386,742,000.00 "," 23,810,501,000.00 "," 26,360,824,000.00 "," 26,810,522,000.00 "," 30,028,062,000.00 "," 38,898,788,000.00 "," 35,445,519,000.00 "," 37,934,276,170.00 "," 42,499,350,630.00 "," 40,943,426,000.00 "," 40,536,224,000.00 "," 40,703,142,000.00 "," 42,130,407,000.00 "," 31,303,350,000.00 "," 39,295,205,000.00 "," 43,531,058,000.00 "," 45,424,853,000.00 "," 46,042,357,000.00 "," 39,527,173,000.00 ",28.0,3
63,Argentina,ARG,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD," 2,498,891,468.30 "," 2,938,707,750.50 "," 3,421,164,058.10 "," 3,302,795,689.90 "," 4,654,292,884.80 "," 5,266,271,831.30 "," 6,977,657,037.80 "," 8,827,035,027.40 "," 10,346,063,712.90 "," 10,722,128,187.80 "," 16,039,004,262.20 "," 25,628,655,633.20 "," 26,904,139,600.90 "," 37,538,037,698.10 "," 41,196,296,224.10 "," 49,483,262,859.30 "," 47,819,537,776.80 "," 52,113,884,850.70 "," 47,154,009,319.60 "," 47,843,448,833.10 "," 47,871,495,736.20 "," 46,139,573,174.20 "," 50,588,760,023.70 "," 55,221,009,682.00 "," 62,287,157,338.50 "," 66,984,541,332.50 "," 77,240,805,072.90 "," 90,264,207,975.50 "," 90,357,824,540.80 "," 86,641,606,230.80 "," 90,234,099,462.90 "," 96,673,899,035.50 "," 103,055,442,075.40 "," 59,419,258,383.00 "," 63,381,279,800.30 "," 71,086,100,933.00 "," 70,923,520,108.40 "," 75,796,982,671.20 "," 69,184,226,965.50 "," 71,538,394,036.70 "," 70,577,681,118.30 "," 69,886,340,560.70 "," 76,272,835,930.00 "," 72,820,719,758.10 "," 106,602,868,146.70 "," 128,246,607,700.90 "," 135,603,275,668.40 "," 121,319,446,011.10 "," 118,035,219,208.70 "," 114,750,440,797.30 ",28.0,3
64,Argentina,ARG,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD," 745,000,000.00 "," 794,000,000.00 "," 839,000,000.00 "," 849,000,000.00 "," 1,020,000,000.00 "," 2,724,000,000.00 "," 3,428,000,000.00 "," 6,911,000,000.00 "," 10,383,400,000.00 "," 12,921,335,000.00 "," 16,521,000,000.00 "," 8,913,443,821.40 "," 10,718,236,231.70 "," 6,731,406,247.90 "," 4,409,872,619.70 "," 3,532,995,273.50 "," 5,717,914,909.50 "," 8,524,665,275.70 "," 10,440,396,127.00 "," 13,545,803,095.60 "," 16,176,291,841.20 "," 8,652,721,196.10 "," 7,170,908,909.80 "," 21,354,822,279.80 "," 23,497,457,471.70 "," 31,988,007,695.30 "," 30,956,044,184.10 "," 29,415,210,000.00 "," 28,325,319,330.30 "," 20,003,921,785.00 "," 14,834,758,132.50 "," 22,386,271,299.80 "," 26,548,725,130.70 "," 35,040,535,349.50 "," 28,250,475,405.50 "," 19,200,772,122.00 "," 19,439,501,013.00 "," 19,285,823,131.60 "," 16,413,011,633.10 "," 25,745,591,622.20 "," 25,251,911,356.00 "," 36,691,602,982.90 "," 33,891,139,953.70 "," 59,434,245,510.80 "," 41,016,686,116.40 "," 55,506,714,368.80 "," 67,770,243,690.10 "," 67,016,026,755.70 "," 42,606,856,610.60 "," 43,973,754,877.20 ",28.0,3
65,Argentina,ARG,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD, .. , .. , .. , .. , -   ,"-145,000,000.00 ","-273,000,000.00 ","-265,000,000.00 ","-788,000,000.00 ","-944,000,000.00 ","-257,000,000.00 ","-183,000,000.00 ","-268,000,000.00 ","-919,000,000.00 ","-574,000,000.00 "," 19,000,000.00 ","-1,147,000,000.00 ","-1,028,000,000.00 ","-1,836,000,000.00 ","-2,439,000,000.00 ","-3,265,063,223.08 ","-2,088,015,410.10 ","-2,622,087,878.26 ","-4,112,274,403.56 ","-5,347,787,686.65 ","-5,507,454,052.44 ","-4,965,180,132.08 ","-22,257,413,389.64 ","-9,517,286,139.80 ","-2,005,260,142.27 ","-2,776,050,000.00 ","-878,230,000.00 ","-3,448,720,000.00 ","-3,954,190,000.00 ","-3,098,627,065.63 ","-4,968,924,800.78 ","-8,334,618,540.65 ","-3,305,612,521.14 ","-10,367,957,946.04 ","-9,351,930,944.68 ","-14,269,084,338.77 ","-8,931,688,999.43 ","-3,144,794,108.86 ","-10,883,760,783.93 ","-1,473,633,407.03 ","-10,361,231,244.26 ","-9,990,788,246.05 ","-5,126,459,686.19 ","-3,430,171,631.14 ","-5,419,829,173.70 ",28.0,3
66,Argentina,ARG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS, 0.21 , 0.19 , 0.02 , 0.11 , 0.48 , 0.25 , 0.43 , 0.30 , 0.88 , 1.06 , 0.27 , 0.18 , 0.34 , 1.04 , 0.52 ,-0.02 , 0.91 , 1.34 , 1.30 , 1.29 , 1.94 , 1.18 , 1.41 , 2.17 , 2.55 , 3.13 , 2.44 , 8.46 , 3.67 , 0.81 , 2.20 , 1.29 , 2.51 , 2.65 , 2.38 , 2.25 , 2.69 , 1.21 , 2.68 , 2.04 , 2.81 , 1.78 , 0.96 , 1.98 , 0.58 , 1.79 , 2.23 , 1.49 , 1.22 , 1.39 ,28.0,3
67,Argentina,ARG,"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD, -   , -   ," 137,224,250.00 "," 136,270,500.00 "," 92,130,880.00 "," 147,455,306.80 "," 518,548,256.90 ", -   , -   , -   , -   ," 48,990,000.00 "," 1,168,544,228.60 "," 240,295,378.00 "," 1,164,271,286.00 "," 844,061,708.60 "," 760,909,527.80 "," 991,902,311.00 "," 974,576,880.40 "," 1,227,930,612.20 "," 1,076,663,119.00 "," 589,781,730.40 "," 617,768,865.20 "," 758,870,603.70 "," 700,778,084.80 "," 754,858,308.70 "," 920,972,419.00 "," 1,037,741,625.10 "," 1,492,801,396.20 "," 1,606,456,419.10 "," 1,428,182,504.60 "," 6,254,224,210.10 "," 6,068,903,156.40 "," 4,095,472,681.30 "," 9,895,501,186.20 "," 17,206,163.30 "," 4,021,081.20 "," 7,283,631.90 "," 9,954,950.90 "," 3,407,113.40 "," 928,235.60 "," 3,990,831.50 "," 1,534,828.10 "," 1,415,914.10 "," 2,372,829.90 "," 1,497,677.50 "," 158,925,307.60 "," 1,256,386,719.40 "," 1,316,387,169.30 "," 5,130,623,459.40 ",28.0,3
68,Argentina,ARG,Income share held by fourth 20%,SI.DST.04TH.20, .. , .. , .. , .. , .. , .. , .. , .. , 22.60 , .. , .. , .. , .. , .. , 21.80 , 21.50 , .. , .. , .. , 20.30 , 21.50 , 22.00 , 21.60 , 20.80 , 21.20 , 21.30 , 21.00 , 21.30 , 21.30 , 21.10 , 20.30 , 21.50 , 22.10 , 22.10 , 22.50 , 22.40 , 22.70 , 23.00 , 22.60 , 22.70 , 23.20 , 23.30 , 23.10 , .. , 22.90 , 23.10 , 23.10 , 22.90 , 23.20 , .. ,28.0,3
69,Argentina,ARG,Income share held by highest 20%,SI.DST.05TH.20, .. , .. , .. , .. , .. , .. , .. , .. , 46.60 , .. , .. , .. , .. , .. , 48.50 , 50.60 , .. , .. , .. , 52.50 , 50.90 , 49.90 , 51.00 , 53.80 , 54.00 , 53.70 , 55.10 , 54.20 , 55.10 , 57.00 , 57.80 , 54.90 , 52.60 , 52.00 , 50.60 , 50.60 , 49.40 , 48.30 , 48.60 , 47.80 , 46.50 , 46.10 , 46.80 , .. , 47.20 , 46.40 , 46.50 , 47.90 , 47.30 , .. ,28.0,3
70,Argentina,ARG,Income share held by third 20%,SI.DST.03RD.20, .. , .. , .. , .. , .. , .. , .. , .. , 15.40 , .. , .. , .. , .. , .. , 14.60 , 14.10 , .. , .. , .. , 13.30 , 13.90 , 14.30 , 14.00 , 13.30 , 13.10 , 13.20 , 12.70 , 13.10 , 12.80 , 12.30 , 12.20 , 12.70 , 13.60 , 13.70 , 14.20 , 14.20 , 14.50 , 15.00 , 14.90 , 15.00 , 15.40 , 15.60 , 15.20 , .. , 15.20 , 15.40 , 15.40 , 15.00 , 15.10 , .. ,28.0,3
71,Argentina,ARG,Income share held by highest 10%,SI.DST.10TH.10, .. , .. , .. , .. , .. , .. , .. , .. , 30.20 , .. , .. , .. , .. , .. , 32.20 , 34.30 , .. , .. , .. , 36.60 , 34.30 , 33.20 , 34.40 , 37.00 , 36.90 , 36.40 , 38.10 , 37.00 , 37.70 , 39.50 , 40.50 , 37.70 , 35.20 , 34.90 , 33.70 , 33.70 , 32.40 , 31.20 , 31.70 , 31.00 , 29.70 , 29.40 , 29.90 , .. , 30.40 , 29.70 , 29.80 , 31.00 , 30.30 , .. ,28.0,3
